PrimaryDI|gmdnPTName|gmdnPTDefinition
16286780610016|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
16286780610009|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
04046964512186|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512179|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512162|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512148|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512124|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512117|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512100|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512087|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512070|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512063|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512049|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512032|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512025|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512018|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964512001|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964511998|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964511981|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964511974|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964311055|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964311031|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964311017|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964310997|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964310973|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964310959|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964310935|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
04046964310911|Cardiac sizing catheter|A sterile flexible tube with an inflatable balloon at the distal end designed for use in a patient with a cardiovascular defect wherein accurate measurement of the defect is important to select the appropriately sized occlusion device. It is typically designed to pass over a guidewire and it will have radiopaque marker bands along it distal end to assist in placement using fluoroscopy. It is made of plastic materials and metal [e, g, platinum (Pt) for the bands] and is available in a variety of designs and sizes. This is a single-use device.
00840663101429|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101405|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101382|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101368|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101320|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101306|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101214|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101207|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101191|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101665|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00840663101658|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00840663101641|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00840663101634|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00840663101344|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101313|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101290|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101283|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101276|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101269|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101252|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101245|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101238|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00840663101221|Carotid artery shunt|A sterile device designed to serve as a temporary blood conduit (a shunt) connecting the distal internal carotid artery to the proximal common carotid artery allowing intravascular blood to continuously flow to the patient's brain during an endarterectomy procedure. It is typically designed as a hollow shaft with atraumatic dilations (e.g., balloons) on either end. The shaft is inserted into the lumen of the blood vessel, via a small incision at the surgical site. It is typically made of silicone elastomer and polyester radiopaque materials and is available in a range of diameters. This is a single-use device.
00818053023002|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00818053022982|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00818053022968|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00818053022944|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00818053022937|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00818053022920|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00842429103401|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00842429103395|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00842429103388|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00842429106563|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00842429103418|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00857545008028|Vascular guide-catheter, single-use|A flexible tube intended to be used for the percutaneous transluminal passage and placement of a diagnostic/interventional catheter, lead (e.g., pacing lead, balloon dilatation catheter), needle or guidewire through its lumen(s), within the vascular system. It may be rigid or flexible, non-steerable or steerable, single or multiple lumen(s), and the distal section can have a variety of preformed shapes (e.g., straight, hockey stick). It is not intended solely for infusion, is not intended to access superselective small vessels, and does not include a transseptal needle. It may include a disposable percutaneous introduction set or shaft visualization electrodes. This is a single-use device.
00853892004447|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
