PrimaryDI|publicDeviceRecordKey|publicVersionStatus|deviceRecordStatus|publicVersionNumber|publicVersionDate|devicePublishDate|deviceCommDistributionEndDate|deviceCommDistributionStatus|brandName|versionModelNumber|catalogNumber|dunsNumber|companyName|deviceCount|deviceDescription|DMExempt|premarketExempt|deviceHCTP|deviceKit|deviceCombinationProduct|singleUse|lotBatch|serialNumber|manufacturingDate|expirationDate|donationIdNumber|labeledContainsNRL|labeledNoNRL|MRISafetyStatus|rx|otc|deviceSterile|sterilizationPriorToUse
20763000293424|ba5c50bd-6952-453c-badd-c82af94088c9|New|Published|1|2023-01-02|2022-12-23||In Commercial Distribution|Cadence ™ Precision Injector Thread 1 mL Syringe|103-0304||826110710|Micro Therapeutics, Inc.|5|INJECTOR 103-0304 V02 CADENCE BOX MDR||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00853892004126|b9dfbaf5-8eb5-48c3-a61b-1522dc177df8|Update|Published|2|2020-11-09|2019-05-24||In Commercial Distribution|Vitale|VITB10|VITB10|022672652|QXMEDICAL|1|Occlusion Balloon Catheter, 10F compatible||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
00853892004119|ef24f08b-dfa0-4591-993c-dc1886fe861b|Update|Published|2|2020-11-09|2019-05-24||In Commercial Distribution|Vitale|VITB08|VITB08|022672652|QXMEDICAL|1|Occlusion Balloon Catheter, 8F compatible||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
00853892004065|c5e9184f-699f-46c3-b564-292dfbda180a|Update|Published|4|2021-10-11|2017-02-27||In Commercial Distribution|ResQ|ResQ-11|ResQ-11|022672652|QXMEDICAL|1|Occlusion Balloon Catheter, 67 cm effective length||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
00853359008414|d0819543-2775-4fa0-9a21-f72b36e60013|Update|Published|2|2022-06-10|2022-05-18||In Commercial Distribution|Sniper|SBC0629-STR-165|SBC0629-STR-165|079084339|Embolx, Inc.|1|The Sniper is a dual lumen, 165cm, straight tip catheter comprised of an inner guidewire/infusion lumen and an outer, annular lumen to inflate and deflate the balloon. The guidewire/infusion port may be used to inject contrast media or therapeutic agents following removal of the guidewire. The catheter has two radiopaque markers: one marker at the distal tip and another in the center of the balloon.||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
00853359008087|8ab76a93-8e06-4447-bd1a-ba135615eddb|Update|Published|5|2022-06-10|2018-08-29||In Commercial Distribution|Sniper®|SBC0629-KTP-150|SBC0629-KTP-150|079084339|Embolx, Inc.|1|The Sniper is a dual lumen, 150cm, angled tip catheter comprised of an inner guidewire/infusion lumen and an outer, annular lumen to inflate and deflate the balloon. The guidewire/infusion port may be used to inject contrast media or therapeutic agents following removal of the guidewire. The catheter has two radiopaque markers: one marker at the distal tip and another in the center of the balloon.||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
00853359008070|02735b92-217b-42c5-b44f-1278bf9687b1|Update|Published|5|2022-06-10|2018-08-29||In Commercial Distribution|Sniper®|SBC0629-KTP-130|SBC0629-KTP-130|079084339|Embolx, Inc.|1|The Sniper is a dual lumen, 130cm, angled tip catheter comprised of an inner guidewire/infusion lumen and an outer, annular lumen to inflate and deflate the balloon. The guidewire/infusion port may be used to inject contrast media or therapeutic agents following removal of the guidewire. The catheter has two radiopaque markers: one marker at the distal tip and another in the center of the balloon.||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
00853359008063|c21b93c5-c25b-4efd-b169-25ce3e5f8a52|Update|Published|5|2022-06-10|2018-08-29||In Commercial Distribution|Sniper®|SBC0629-KTP-110|SBC0629-KTP-110|079084339|Embolx, Inc.|1|The Sniper is a dual lumen, 110cm, angled tip catheter comprised of an inner guidewire/infusion lumen and an outer, annular lumen to inflate and deflate the balloon. The guidewire/infusion port may be used to inject contrast media or therapeutic agents following removal of the guidewire. The catheter has two radiopaque markers: one marker at the distal tip and another in the center of the balloon.||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
00853359008056|113dd7f7-f72c-4ca8-8b14-3c2c4b4397ec|Update|Published|5|2022-06-10|2018-06-22||In Commercial Distribution|Sniper|SBC0629-STR-110|SBC0629-STR-110|079084339|Embolx, Inc.|1|The Sniper is a dual lumen, 110cm, straight tip catheter comprised of an inner guidewire/infusion lumen and an outer, annular lumen to inflate and deflate the balloon. The guidewire/infusion port may be used to inject contrast media or therapeutic agents following removal of the guidewire. The catheter has two radiopaque markers: one marker at the distal tip and another in the center of the balloon.||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
00853359008049|7919f0ac-152f-4022-a6cd-c79893b8973e|Update|Published|5|2022-06-10|2018-06-22||In Commercial Distribution|Sniper|SBC0629-STR-130|SBC0629-STR-130|079084339|Embolx, Inc.|1|The Sniper is a dual lumen, 130cm, straight tip catheter comprised of an inner guidewire/infusion lumen and an outer, annular lumen to inflate and deflate the balloon. The guidewire/infusion port may be used to inject contrast media or therapeutic agents following removal of the guidewire. The catheter has two radiopaque markers: one marker at the distal tip and another in the center of the balloon.||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
00853359008032|ed110436-9869-412e-8b77-222280d0e81b|Update|Published|5|2022-06-10|2018-06-22||In Commercial Distribution|Sniper|SBC0629-STR-150|SBC0629-STR-150|079084339|Embolx, Inc.|1|The Sniper is a dual lumen, 150cm, straight tip catheter comprised of an inner guidewire/infusion lumen and an outer, annular lumen to inflate and deflate the balloon. The guidewire/infusion port may be used to inject contrast media or therapeutic agents following removal of the guidewire. The catheter has two radiopaque markers: one marker at the distal tip and another in the center of the balloon.||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
00853359008025|f85f5fb8-2fc3-4ae0-91d5-39e4c7d4f231|Update|Published|5|2022-06-10|2018-06-22||In Commercial Distribution|Sniper|SBC0629-150|SBC0629-150|079084339|Embolx, Inc.|1|The Sniper is a dual lumen, 150cm, straight tip catheter comprised of an inner guidewire/infusion lumen and an outer, annular lumen to inflate and deflate the balloon. The guidewire/infusion port may be used to inject contrast media or therapeutic agents following removal of the guidewire. The catheter has two radiopaque markers: one marker at the distal tip and another in the center of the balloon.||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
00853359008018|2ae19069-4aeb-4c23-a430-a4292f8989fa|Update|Published|5|2022-06-10|2018-06-22||In Commercial Distribution|Sniper|SBC0629-130|SBC0629-130|079084339|Embolx, Inc.|1|The Sniper is a dual lumen, 130cm, straight tip catheter comprised of an inner guidewire/infusion lumen and an outer, annular lumen to inflate and deflate the balloon. The guidewire/infusion port may be used to inject contrast media or therapeutic agents following removal of the guidewire. The catheter has two radiopaque markers: one marker at the distal tip and another in the center of the balloon.||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
00853359008001|5a04807b-81a2-4878-b8cf-c6987dd16275|Update|Published|5|2022-06-10|2018-06-22||In Commercial Distribution|Sniper|SBC0629-110|SBC0629-110|079084339|Embolx, Inc.|1|The Sniper is a dual lumen, 110cm, straight tip catheter comprised of an inner guidewire/infusion lumen and an outer, annular lumen to inflate and deflate the balloon. The guidewire/infusion port may be used to inject contrast media or therapeutic agents following removal of the guidewire. The catheter has two radiopaque markers: one marker at the distal tip and another in the center of the balloon.||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
00733132639489|4f829ae6-9843-4828-84f9-6ee9b866d7ea|Update|Published|4|2022-07-08|2018-08-13||In Commercial Distribution|GORE  Molding Occlusion Balloon Catheter|MOB37|MOB37|967358115|W. L. Gore & Associates, Inc.|1|MOB 10-37mm x 4.0cm x 90cm||||||true||true|true|true||||MR Conditional|true||true|
08714729112495|ac30f6cf-95f3-4e02-a3af-ccb3c6e95e5b|Update|Published|3|2019-03-21|2016-09-24||In Commercial Distribution|Occlusion Balloon Catheter|M001173010||021717889|BOSTON SCIENTIFIC CORPORATION|1|Occlusion Balloon Catheter||||||true|true|||true||true||Labeling does not contain MRI Safety Information|true||true|
08714729112396|b256000b-fcdd-49b7-995d-9ed855ec5669|Update|Published|3|2019-03-21|2016-09-24||In Commercial Distribution|Occlusion Balloon Catheter|M001171030||021717889|BOSTON SCIENTIFIC CORPORATION|1|Occlusion Balloon Catheter||||||true|true|||true||true||Labeling does not contain MRI Safety Information|true||true|
08714729112389|b03fc1af-d7e1-45eb-91e1-a05d7756bd86|Update|Published|3|2019-03-21|2016-09-24||In Commercial Distribution|Occlusion Balloon Catheter|M001171020||021717889|BOSTON SCIENTIFIC CORPORATION|1|Occlusion Balloon Catheter||||||true|true|||true||true||Labeling does not contain MRI Safety Information|true||true|
00813132024840|37171913-f932-4619-a22b-12c532de0c6b|Update|Published|6|2023-08-02|2017-10-19||In Commercial Distribution|Bridge|590-001|590-001|151047370|Spectranetics Corporation|1|Bridge Occlusion Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
00813132024666|2d901fcb-527c-4f3c-b7fc-8c5bdf39f982|Update|Published|5|2021-10-26|2016-04-15||In Commercial Distribution|Bridge™|590-001AA|590-001|151047370|Spectranetics Corporation|1|Bridge Occlusion Catheter - 80 mm Length Balloon||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
00813132023263|85577e2c-22d8-486c-bec5-e9f1bc8ae8d3|Update|Published|5|2021-10-26|2016-02-25||In Commercial Distribution|Bridge™ Occlusion Balloon|590-001|590-001|151047370|Spectranetics Corporation|1|Bridge Occlusion Catheter - 80 mm Length Balloon  ||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
00763000294595|1d033026-7341-4a49-9a03-faa559d6103d|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperGlide|104-4530||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4530 V20 HYPERGLIDE||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294564|2923fdcc-0013-486d-89ee-19e687d6c12c|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperGlide|104-4520||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4520 V20 HYPERGLIDE||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294533|41a93bc9-4d18-4628-a722-811aae6ca0fe|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperGlide|104-4515||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4515 V20 HYPERGLIDE||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294502|182bb3c9-bd8e-477a-a372-f23cd4c3b588|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperGlide|104-4315||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4315 V20 HYPERGLIDE||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294472|f3034c77-b979-4ff4-a275-ded203fce761|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperGlide|104-4310||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4310 V20 HYPERGLIDE||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294441|878cb51e-2955-40e4-b9e8-af27a4000fe4|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperGlide|104-4132||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4132 V20 HYPERGLIDE||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294410|6b82e323-a083-4e9d-9e22-75145ee4bda8|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperGlide|104-4127||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4127 V20 HYPERGLIDE||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294380|2254afa0-eb7c-4a6a-a7f9-780378598490|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperGlide|104-4113||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4113 V20 HYPERGLIDE||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294359|1fbe2db0-f340-4ee8-a5a7-3a0b2f78e636|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperGlide|104-4112||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4112 V20 HYPERGLIDE||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294328|dba2b2f0-9800-4ca1-8d46-946b30b6bbdc|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperForm|104-4770||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4770 V20 HYPERFORM||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294298|66031a5a-5eb9-440e-8421-17ba2a2ac0a6|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperForm|104-4715||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4715 V20 HYPERFORM||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294267|3a43c977-2d95-4315-bc0e-234ce9ebfd08|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperForm|104-4470||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4470 V20 HYPERFORM||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294236|34bd3ad8-b69f-4f1d-8f8d-12ab8bfff09c|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperForm|104-4420||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4420 V20 HYPERFORM||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294205|812f8abe-7c82-4e84-8a55-1bd22c73ac88|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperForm|104-4415||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4415 V20 HYPERFORM||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294175|406cadaf-369c-4da3-b552-19bb873d458a|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperForm|104-4370||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4370 V20 HYPERFORM||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
00763000294144|4eb55f0a-fe7c-4c6d-9c8c-cb0016e6cb2a|New|Published|1|2020-08-10|2020-08-01||In Commercial Distribution|HyperForm|104-4153||826110710|Micro Therapeutics, Inc.|1|BALLOON SYSTEM 104-4153 V20 HYPERFORM||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|
07613327004526|e3cb3427-386a-4c8e-9c6c-182d22957874|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SSC07150|SSC0715|042405446|Stryker Corporation|1|SC Super Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004496|cacdd7b8-28bb-4020-a9b9-3eba9b4bb313|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SRC05300|SRC0530|042405446|Stryker Corporation|1|C Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004472|c80325aa-9389-48ec-9f55-5edfec18b417|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SRC05150|SRC0515|042405446|Stryker Corporation|1|C Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004465|658bf651-f442-4d73-80b0-a82ba208ebac|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SRC04300|SRC0430|042405446|Stryker Corporation|1|C Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004441|df3220f5-072e-4bc5-9e6d-dcd24f5a1595|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SRC04100|SRC0410|042405446|Stryker Corporation|1|C Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004434|0794f772-f279-4a6e-a327-56eb9352b2f4|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SRC04150|SRC0415|042405446|Stryker Corporation|1|C Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004427|b8aae880-eec9-4077-9cc8-28ed106b75a3|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SRC03150|SRC0315|042405446|Stryker Corporation|1|C Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
08714729402411|f136aaa9-a3fd-4547-b51e-fffdaf6e534c|Update|Published|3|2019-03-21|2016-09-24||In Commercial Distribution|Equalizer™|M001171110||021717889|BOSTON SCIENTIFIC CORPORATION|1|Occlusion Balloon Catheter||||||true|true|||true||true||Labeling does not contain MRI Safety Information|true||true|
08714729402398|8d262b67-553e-42bb-9811-4d2102f2f178|Update|Published|3|2019-03-21|2016-09-24||In Commercial Distribution|Equalizer™|M001171090||021717889|BOSTON SCIENTIFIC CORPORATION|1|Occlusion Balloon Catheter||||||true|true|||true||true||Labeling does not contain MRI Safety Information|true||true|
08714729402374|52efce5e-8f08-439b-85c2-ce69ee197727|Update|Published|3|2019-03-21|2016-09-24||In Commercial Distribution|Equalizer™|M001171070||021717889|BOSTON SCIENTIFIC CORPORATION|1|Occlusion Balloon Catheter||||||true|true|||true||true||Labeling does not contain MRI Safety Information|true||true|
00690103043754|6331ac5c-75cf-4165-bdc3-4da0ad1b54c4|Update|Published|4|2019-03-21|2016-09-03||In Commercial Distribution|FOGARTY|62080822F|62080822F|134139174|Edwards Lifesciences LLC|1|FOGARTY OCCLUSION CATHETER 8/22F 80CM||||||true|true||true|true||true||Labeling does not contain MRI Safety Information|true||true|
00690103043747|13623f38-cd1f-4a00-bf49-847fe9883249|Update|Published|4|2019-03-21|2016-09-03||In Commercial Distribution|FOGARTY|62080814F|62080814F|134139174|Edwards Lifesciences LLC|1|FOGARTY OCCLUSION CATHETER 8/14F 80CM||||||true|true||true|true||true||Labeling does not contain MRI Safety Information|true||true|
00690103043730|11f1d2af-1ff9-4c1f-97c5-ee9b59dca40f|Update|Published|4|2019-03-21|2016-09-03||In Commercial Distribution|FOGARTY|620405F|620405F|134139174|Edwards Lifesciences LLC|1|FOGARTY OCCLUSION CATHETER 5F 40CM||||||true|true||true|true||true||Labeling does not contain MRI Safety Information|true||true|
00690103043723|264a5235-15b5-4477-8416-bd27d694d87c|Update|Published|4|2019-03-21|2016-09-03||In Commercial Distribution|FOGARTY|620404F|620404F|134139174|Edwards Lifesciences LLC|1|FOGARTY OCCLUSION CATHETER 4F 40CM||||||true|true||true|true||true||Labeling does not contain MRI Safety Information|true||true|
00690103043716|8c3199fd-9a4a-4222-8f5c-354a56558a09|Update|Published|4|2019-03-21|2016-09-03||In Commercial Distribution|FOGARTY|620403F|620403F|134139174|Edwards Lifesciences LLC|1|FOGARTY OCCLUSION CATHETER 3F 40CM||||||true|true||true|true||true||Labeling does not contain MRI Safety Information|true||true|
00878528001935|c72a6d94-90a1-4662-90c9-347a5e773cef|Update|Published|5|2023-05-19|2016-06-30|2019-07-01|Not in Commercial Distribution|ASCENT|BRS000609-00|BRS00060900|482661753|Medos International Sàrl|1|ASCENT balloon catheter Occlusion Balloon Catheter 6mm x 9mm 150 cm 3 cm 3 mm 2.9 F (0.98 mm) 0.0170 Inch (0.43 mm) Contents: 1 ASCENT Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
00878528001928|df78884f-ec4a-4c63-8c4e-fa601fc91d8b|Update|Published|5|2023-05-19|2016-06-30|2019-07-01|Not in Commercial Distribution|ASCENT|BRS000407-00|BRS00040700|482661753|Medos International Sàrl|1|ASCENT balloon catheter Occlusion Balloon Catheter 4mm x 7mm 150 cm 3 cm 3 mm 2.9 F (0.98 mm) 0.0170 Inch (0.43 mm) Contents: 1 ASCENT Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
00878528001911|249aa8bf-76f8-414e-8522-4d8e86fd36ef|Update|Published|5|2023-05-19|2016-06-30|2019-07-01|Not in Commercial Distribution|ASCENT|BRC000415-00|BRC00041500|482661753|Medos International Sàrl|1|ASCENT balloon catheter Occlusion Balloon Catheter 4mm x 15mm 150 cm 3 mm 2.9 F (0.98 mm) 0.0170 Inch (0.43 mm) Contents: 1 ASCENT Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
00878528001904|f1664466-8048-401a-9cff-8221f0a8fdeb|Update|Published|5|2023-05-19|2016-06-30|2019-07-01|Not in Commercial Distribution|ASCENT|BRC000410-00|BRC00041000|482661753|Medos International Sàrl|1|ASCENT balloon catheter Occlusion Balloon Catheter 4mm x 10mm 150 cm 3 mm 2.9 F (0.98 mm) 0.0170 Inch (0.43 mm) Contents: 1 ASCENT Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
00860005855124|b1e1f7ec-cf77-4ce0-8371-d978c56050f0|New|Published|1|2021-03-09|2021-03-01||In Commercial Distribution|ArchCath|GateKeeper-110-GK20||080996177|Arch Catheter LLC|1|Temporary Balloon Occlusion of Large Vessels||||||true|true||true|true||||Labeling does not contain MRI Safety Information|||true|
00860005855100|27ddf161-f805-4fe7-870f-f5afeb93bb98|New|Published|1|2021-03-09|2021-03-01||In Commercial Distribution|ArchCath|GateKeeper-110-GK30||080996177|Arch Catheter LLC|1|Temporary Balloon Occlusion of Large Vessels||||||true|true||true|true||||Labeling does not contain MRI Safety Information|||true|
07613327004717|88bd7336-6197-4a2d-b901-5635c4e5dfdf|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SSC03050|SSC0305|042405446|Stryker Corporation|1|SC Super Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004700|a694a4af-04a6-4d0e-8692-6d1abc399644|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SSC07070|SSC0707|042405446|Stryker Corporation|1|SC Super Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004694|c1305956-947a-4398-ad52-d8ed74c25fcf|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SSC04070|SSC0407|042405446|Stryker Corporation|1|SC Super Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004687|458a00f6-7aad-4867-8130-cb567f5904b2|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SRC05100|SRC0510|042405446|Stryker Corporation|1|C Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004519|3a7d090b-9cd3-49f0-b9af-bbfdc11eebc1|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SSC07100|SSC0710|042405446|Stryker Corporation|1|SC Super Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004502|77b2cffd-32bc-4f83-b62d-2ad9e8958949|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SSC04100|SSC0410|042405446|Stryker Corporation|1|SC Super Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004489|c3f5a9a2-f068-4400-bab7-92caf50ca101|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SRC05200|SRC0520|042405446|Stryker Corporation|1|C Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004458|9ed92f17-1e27-4f32-a6ca-5f018c37fd75|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SRC04200|SRC0420|042405446|Stryker Corporation|1|C Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
07613327004410|7a5e0255-364b-4e9c-960c-bd62024b4548|Update|Published|5|2021-01-11|2016-09-21||In Commercial Distribution|TRANSFORM|M003SRC03100|SRC0310|042405446|Stryker Corporation|1|C Compliant Occlusion Balloon Catheter||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
00851994005003|a0b9f5d1-13e7-4901-99f9-11c4ef7da407|Update|Published|5|2022-09-13|2020-11-19||In Commercial Distribution|RenovoCath|009003 rev 4|MMRC120-DB-1111|057757944|Renovorx, Inc.|1|The RenovoCath is a multi-lumen, dual-balloon catheter having a two-part handle that is designed for targeted delivery of fluids, including radiopaque material and therapeutic agents, to selected sites in the peripheral vascular system. The inflation of the proximal occlusion balloon and of the distal occlusion balloon may isolate the selected site prior to the infusion of fluids into the same site. The two balloons are inflated independently using diagnostic contrast agents delivered via two separate inflation lumens. The distance between the proximal occlusion balloon and the distal occlusion balloon is controlled by the operator. Radiopaque markers are located between the two balloons to allow for identification of target site and position adjustment under fluoroscopic guidance. The RenovoCath is supplied sterile, is for single use and is disposable. ||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
B380T39F300|e73a19dd-a2b6-4ca7-b1da-9c395a3b3682|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|T39F30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B380T38F300|99e88fc7-2223-4e3b-ba1e-f8fe91cdf7da|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|T38F30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B380T311F150|520c287e-8bae-490f-8aff-f2d447f7097c|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|T311F15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3809FCESB300|500c0134-cdeb-4b26-b955-2d25c101b11b|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|9FCESB30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3809FCES300|1f6e150f-9ee3-479c-abfb-27ecd948b1bb|New|Published|1|2019-07-30|2019-07-22||In Commercial Distribution|CAROTID ENDARTERECTOMY SHUNT|9FCES30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3807FIRR040D0|1c268557-d81d-43e5-a2f8-3fb008b73927|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (DISTAL) ARTERIAL EMBOLECTOMY CATHETER|7FIRR040D||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3805FIRR080P0|46b01755-71d7-40c8-820c-40f047b11080|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (PROXIMAL) ARTERIAL EMBOLECTOMY CATHETER|5FIRR080P||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
